Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1023.702392578125, Temperature =38.78886795043945, Humidity =17.611602783203125
Presure =1023.71630859375, Temperature =38.93732452392578, Humidity =17.553672790527344
Presure =1023.73046875, Temperature =38.82598114013672, Humidity =17.38292694091797
Presure =1023.7001953125, Temperature =38.80742645263672, Humidity =17.465248107910156
Presure =1023.716552734375, Temperature =38.80742645263672, Humidity =17.5079345703125
Presure =1023.683349609375, Temperature =38.80742645263672, Humidity =17.520132064819336
Presure =1023.634521484375, Temperature =38.88165283203125, Humidity =17.407318115234375
Presure =1023.61865234375, Temperature =38.88165283203125, Humidity =17.61770248413086
Presure =1023.68359375, Temperature =38.82598114013672, Humidity =17.559768676757812
Presure =1023.70947265625, Temperature =38.82598114013672, Humidity =17.340238571166992
Presure =1023.726806640625, Temperature =38.733192443847656, Humidity =17.605504989624023
Presure =1023.700439453125, Temperature =38.733192443847656, Humidity =17.483543395996094
Presure =1023.67626953125, Temperature =38.714637756347656, Humidity =17.398170471191406
Presure =1023.7099609375, Temperature =38.714637756347656, Humidity =17.739662170410156
Presure =1023.7333984375, Temperature =38.733192443847656, Humidity =18.67876434326172
Presure =1023.7314453125, Temperature =38.621849060058594, Humidity =17.818937301635742
Presure =1023.69775390625, Temperature =38.714637756347656, Humidity =17.611602783203125
Presure =1023.731689453125, Temperature =38.82598114013672, Humidity =17.48049545288086
Presure =1023.7041015625, Temperature =38.86309814453125, Humidity =17.31889533996582
Presure =1023.719482421875, Temperature =38.714637756347656, Humidity =17.550621032714844
Presure =1023.733154296875, Temperature =38.677520751953125, Humidity =17.526229858398438
Presure =1023.71923828125, Temperature =38.658966064453125, Humidity =17.54757308959961
Presure =1023.7294921875, Temperature =38.621849060058594, Humidity =17.08411979675293
Presure =1023.754150390625, Temperature =38.64040756225586, Humidity =17.465248107910156
Presure =1023.73388671875, Temperature =38.58473587036133, Humidity =17.56891632080078
Presure =1023.730712890625, Temperature =38.75175476074219, Humidity =17.599407196044922
Presure =1023.73681640625, Temperature =38.82598114013672, Humidity =17.761005401611328
Presure =1023.72119140625, Temperature =38.77030944824219, Humidity =17.45000457763672
Presure =1023.725341796875, Temperature =38.714637756347656, Humidity =17.559768676757812
Presure =1023.724853515625, Temperature =38.80742645263672, Humidity =17.74576187133789
Presure =1023.72021484375, Temperature =38.77030944824219, Humidity =17.38292694091797
Presure =1023.809326171875, Temperature =38.733192443847656, Humidity =17.407318115234375
Presure =1023.7919921875, Temperature =38.714637756347656, Humidity =17.58721160888672
Presure =1023.80615234375, Temperature =38.733192443847656, Humidity =18.04761505126953
Presure =1023.7978515625, Temperature =38.77030944824219, Humidity =17.468299865722656
Presure =1023.807861328125, Temperature =38.603294372558594, Humidity =17.56281852722168
Presure =1023.7890625, Temperature =38.88165283203125, Humidity =17.541475296020508
Presure =1023.806396484375, Temperature =38.75175476074219, Humidity =17.462200164794922
Presure =1023.7705078125, Temperature =38.844539642333984, Humidity =17.468299865722656
Presure =1023.7958984375, Temperature =38.78886795043945, Humidity =17.36463165283203
Presure =1023.749755859375, Temperature =38.91876983642578, Humidity =17.474395751953125
Presure =1023.771240234375, Temperature =38.97444152832031, Humidity =17.59330940246582
Presure =1023.798095703125, Temperature =38.99299621582031, Humidity =18.206165313720703
Presure =1023.791748046875, Temperature =38.99299621582031, Humidity =17.346336364746094
Presure =1023.82373046875, Temperature =38.844539642333984, Humidity =17.575016021728516
Presure =1023.8310546875, Temperature =38.82598114013672, Humidity =17.239620208740234
Presure =1023.818603515625, Temperature =38.78886795043945, Humidity =17.486591339111328
Presure =1023.859130859375, Temperature =38.714637756347656, Humidity =17.34328842163086
Presure =1023.8154296875, Temperature =38.91876983642578, Humidity =17.541475296020508
Presure =1023.842041015625, Temperature =38.78886795043945, Humidity =17.54757308959961
Presure =1023.857177734375, Temperature =38.80742645263672, Humidity =17.544525146484375
Presure =1023.8310546875, Temperature =38.78886795043945, Humidity =17.340238571166992
Presure =1023.83349609375, Temperature =38.900211334228516, Humidity =17.38292694091797
Presure =1023.847900390625, Temperature =38.69607925415039, Humidity =17.575016021728516
Presure =1023.82763671875, Temperature =38.82598114013672, Humidity =17.712221145629883
Presure =1023.845703125, Temperature =38.95588302612305, Humidity =17.224376678466797
Presure =1023.856689453125, Temperature =38.75175476074219, Humidity =17.495738983154297
Presure =1023.808837890625, Temperature =38.86309814453125, Humidity =17.53842544555664
Presure =1023.85400390625, Temperature =38.86309814453125, Humidity =17.72136878967285
Presure =1023.862548828125, Temperature =38.75175476074219, Humidity =17.50183868408203
Presure =1023.85595703125, Temperature =38.900211334228516, Humidity =17.486591339111328
Presure =1023.844482421875, Temperature =38.69607925415039, Humidity =17.48049545288086
Presure =1023.85107421875, Temperature =38.714637756347656, Humidity =17.553672790527344
Presure =1023.819580078125, Temperature =38.78886795043945, Humidity =17.56891632080078
Presure =1023.847900390625, Temperature =38.64040756225586, Humidity =17.599407196044922
Presure =1023.818603515625, Temperature =38.77030944824219, Humidity =17.38292694091797
Presure =1023.83349609375, Temperature =38.677520751953125, Humidity =17.60855484008789
Presure =1023.85791015625, Temperature =38.677520751953125, Humidity =17.54757308959961
Presure =1023.849365234375, Temperature =38.77030944824219, Humidity =17.47134780883789
Presure =1023.85888671875, Temperature =38.52906036376953, Humidity =17.422561645507812
Presure =1023.84619140625, Temperature =38.58473587036133, Humidity =17.761005401611328
Presure =1023.8212890625, Temperature =38.78886795043945, Humidity =17.26706314086914
Presure =1023.843994140625, Temperature =38.69607925415039, Humidity =17.63904571533203
Presure =1023.8525390625, Temperature =38.75175476074219, Humidity =17.66953468322754
Presure =1023.8388671875, Temperature =38.77030944824219, Humidity =17.498788833618164
Presure =1023.819580078125, Temperature =38.82598114013672, Humidity =17.520132064819336
Presure =1023.819580078125, Temperature =38.82598114013672, Humidity =17.648191452026367
Presure =1023.848388671875, Temperature =38.75175476074219, Humidity =17.492691040039062
Presure =1023.84619140625, Temperature =38.69607925415039, Humidity =17.663436889648438
Presure =1023.83544921875, Temperature =38.78886795043945, Humidity =17.492691040039062
Presure =1023.822265625, Temperature =38.733192443847656, Humidity =17.40427017211914
Presure =1023.88232421875, Temperature =38.75175476074219, Humidity =17.135953903198242
Presure =1023.83203125, Temperature =38.86309814453125, Humidity =17.559768676757812
Presure =1023.8408203125, Temperature =38.80742645263672, Humidity =17.815887451171875
Presure =1023.87353515625, Temperature =38.88165283203125, Humidity =17.529277801513672
Presure =1023.85498046875, Temperature =38.78886795043945, Humidity =17.355484008789062
Presure =1023.86376953125, Temperature =38.64040756225586, Humidity =17.58416175842285
Presure =1023.849609375, Temperature =38.677520751953125, Humidity =15.519964218139648
Presure =1023.84814453125, Temperature =38.69607925415039, Humidity =17.111560821533203
Presure =1023.812255859375, Temperature =38.49195098876953, Humidity =16.995697021484375
Presure =1023.857177734375, Temperature =38.58473587036133, Humidity =16.413331985473633
Presure =1023.812255859375, Temperature =38.714637756347656, Humidity =17.849428176879883
Presure =1023.8310546875, Temperature =38.714637756347656, Humidity =17.31889533996582
Presure =1023.86572265625, Temperature =38.733192443847656, Humidity =17.58721160888672
Presure =1023.854248046875, Temperature =38.64040756225586, Humidity =17.45000457763672
Presure =1023.85595703125, Temperature =38.658966064453125, Humidity =17.764055252075195
Presure =1023.83447265625, Temperature =38.82598114013672, Humidity =17.355484008789062
Presure =1023.859130859375, Temperature =38.64040756225586, Humidity =17.407318115234375
Presure =1023.867431640625, Temperature =38.658966064453125, Humidity =17.57196617126465
Presure =1023.877197265625, Temperature =38.714637756347656, Humidity =17.535377502441406
Presure =1023.858154296875, Temperature =38.75175476074219, Humidity =17.611602783203125
Presure =1023.893798828125, Temperature =38.64040756225586, Humidity =17.861623764038086
Presure =1023.83544921875, Temperature =38.49195098876953, Humidity =17.30364990234375
Presure =1023.876953125, Temperature =38.56617736816406, Humidity =17.565868377685547
Presure =1023.895263671875, Temperature =38.677520751953125, Humidity =17.620750427246094
Presure =1023.90966796875, Temperature =38.621849060058594, Humidity =17.559768676757812
Presure =1023.8916015625, Temperature =38.621849060058594, Humidity =17.590259552001953
Presure =1023.92041015625, Temperature =38.69607925415039, Humidity =17.437808990478516
Presure =1023.916748046875, Temperature =38.58473587036133, Humidity =17.599407196044922
Presure =1023.91552734375, Temperature =38.64040756225586, Humidity =17.535377502441406
Presure =1023.94091796875, Temperature =38.714637756347656, Humidity =17.678682327270508
Presure =1023.916748046875, Temperature =38.733192443847656, Humidity =17.529277801513672
Presure =1023.91357421875, Temperature =38.733192443847656, Humidity =17.40427017211914
Presure =1023.96142578125, Temperature =38.658966064453125, Humidity =17.7823486328125
Presure =1023.962158203125, Temperature =38.69607925415039, Humidity =17.687828063964844
Presure =1023.957275390625, Temperature =38.78886795043945, Humidity =17.392072677612305
Presure =1023.97802734375, Temperature =38.69607925415039, Humidity =17.599407196044922
Presure =1023.988037109375, Temperature =38.69607925415039, Humidity =17.483543395996094
Presure =1024.02197265625, Temperature =38.51050567626953, Humidity =17.620750427246094
Presure =1024.0380859375, Temperature =38.56617736816406, Humidity =17.541475296020508
Presure =1024.01171875, Temperature =38.64040756225586, Humidity =17.5079345703125
Presure =1024.021240234375, Temperature =38.64040756225586, Humidity =17.605504989624023
Presure =1024.014404296875, Temperature =38.54762268066406, Humidity =17.80674171447754
Presure =1024.049072265625, Temperature =38.677520751953125, Humidity =17.864673614501953
Presure =1024.0732421875, Temperature =38.733192443847656, Humidity =17.9134578704834
Presure =1024.060791015625, Temperature =38.58473587036133, Humidity =16.68164825439453
Presure =1024.02880859375, Temperature =38.621849060058594, Humidity =19.73373031616211
Presure =1024.023193359375, Temperature =38.621849060058594, Humidity =17.199983596801758
Presure =1024.040771484375, Temperature =38.75175476074219, Humidity =17.648191452026367
Presure =1024.07470703125, Temperature =38.733192443847656, Humidity =17.626848220825195
Presure =1024.0498046875, Temperature =38.77030944824219, Humidity =17.526229858398438
Presure =1024.049560546875, Temperature =38.80742645263672, Humidity =17.526229858398438
Presure =1024.04931640625, Temperature =38.69607925415039, Humidity =17.535377502441406
Presure =1024.076171875, Temperature =38.621849060058594, Humidity =17.687828063964844
Presure =1024.042724609375, Temperature =38.714637756347656, Humidity =17.57806396484375
Presure =1024.092041015625, Temperature =38.69607925415039, Humidity =17.489643096923828
Presure =1024.064697265625, Temperature =38.677520751953125, Humidity =17.565868377685547
